,user_id,platform,install_date,bets_date,bets
91,41227985,ANDROID,10.03.2021,06.03.2021,0
92,41279224,ANDROID,16.03.2021,06.03.2021,0
93,41295554,ANDROID,17.03.2021,06.03.2021,0
94,41152117,ANDROID,28.02.2021,06.03.2021,22
95,41351075,IOS,20.03.2021,06.03.2021,18
96,41200054,IOS,07.03.2021,06.03.2021,7
97,41139787,IOS,26.02.2021,06.03.2021,51
98,41190892,IOS,05.03.2021,06.03.2021,20
99,41099828,IOS,21.02.2021,06.03.2021,37
100,41556761,IOS,30.03.2021,28.03.2021,0
101,41294759,IOS,17.03.2021,28.03.2021,29
102,41483389,IOS,28.03.2021,28.03.2021,8
103,41476365,IOS,28.03.2021,28.03.2021,24
104,41464239,IOS,26.03.2021,28.03.2021,6
105,41302302,ANDROID,18.03.2021,15.03.2021,0
106,41476939,ANDROID,28.03.2021,15.03.2021,0
107,41477908,ANDROID,28.03.2021,15.03.2021,0
108,41529730,ANDROID,29.03.2021,15.03.2021,0
109,41234281,ANDROID,11.03.2021,15.03.2021,36
110,41208069,ANDROID,07.03.2021,15.03.2021,6
111,41462210,IOS,26.03.2021,15.03.2021,9
112,41273308,ANDROID,15.03.2021,15.03.2021,1
113,41265679,ANDROID,15.03.2021,15.03.2021,27
114,41302854,IOS,18.03.2021,15.03.2021,82
115,41536059,IOS,29.03.2021,15.03.2021,20
116,41241661,IOS,12.03.2021,24.03.2021,62
117,41113411,ANDROID,23.02.2021,21.02.2021,0
118,41062309,ANDROID,16.02.2021,21.02.2021,27
119,41206379,ANDROID,07.03.2021,21.02.2021,17
120,41190745,IOS,05.03.2021,21.02.2021,11
121,41166953,IOS,02.03.2021,21.02.2021,2
122,41068740,IOS,17.02.2021,21.02.2021,4
123,41150562,ANDROID,28.02.2021,21.02.2021,48
124,41055953,IOS,16.02.2021,10.02.2021,36
125,40940519,IOS,03.02.2021,10.02.2021,8
126,41015105,IOS,11.02.2021,10.02.2021,0
127,41059478,IOS,16.02.2021,10.02.2021,28
128,40994598,IOS,10.02.2021,10.02.2021,38
129,40912925,ANDROID,31.01.2021,10.02.2021,3
130,40931766,IOS,02.02.2021,10.02.2021,18
131,41066998,IOS,17.02.2021,10.02.2021,10
132,41285161,ANDROID,16.03.2021,14.03.2021,0
133,41292318,ANDROID,17.03.2021,14.03.2021,0
134,41477592,ANDROID,28.03.2021,14.03.2021,0
135,41464720,IOS,26.03.2021,14.03.2021,5
136,41212147,ANDROID,08.03.2021,14.03.2021,10
137,41283858,IOS,16.03.2021,14.03.2021,61
138,41431607,IOS,24.03.2021,14.03.2021,5
139,41497115,IOS,28.03.2021,14.03.2021,3
140,41264330,IOS,15.03.2021,14.03.2021,3
141,41357920,IOS,21.03.2021,14.03.2021,19
142,41731389,ANDROID,16.04.2021,20.04.2021,8
143,41786774,IOS,21.04.2021,20.04.2021,56
144,41742849,IOS,17.04.2021,20.04.2021,36
145,41802344,IOS,22.04.2021,20.04.2021,52
146,41662104,ANDROID,09.04.2021,20.04.2021,6
147,41612058,IOS,04.04.2021,06.04.2021,9
148,41642375,IOS,07.04.2021,06.04.2021,16
149,41640619,IOS,07.04.2021,06.04.2021,10
150,41623692,IOS,05.04.2021,06.04.2021,8
151,41574232,IOS,01.04.2021,06.04.2021,16
152,41649898,IOS,08.04.2021,06.04.2021,1
153,41616858,IOS,05.04.2021,06.04.2021,18
154,41143772,IOS,27.02.2021,02.03.2021,0
155,40959289,IOS,05.02.2021,01.02.2021,2
156,40909681,ANDROID,31.01.2021,01.02.2021,76
157,40990393,IOS,09.02.2021,01.02.2021,2
158,40999962,IOS,10.02.2021,01.02.2021,79
159,40997857,IOS,10.02.2021,01.02.2021,32
160,41016597,IOS,11.02.2021,01.02.2021,6
161,40977348,ANDROID,08.02.2021,01.02.2021,0
162,40974353,ANDROID,07.02.2021,01.02.2021,0
163,40982911,ANDROID,08.02.2021,01.02.2021,0
164,41014881,ANDROID,11.02.2021,01.02.2021,0
165,41305049,IOS,18.03.2021,16.03.2021,23
166,41369074,IOS,21.03.2021,16.03.2021,26
167,41430340,IOS,24.03.2021,16.03.2021,8
168,41323710,IOS,19.03.2021,16.03.2021,27
169,41357920,IOS,21.03.2021,16.03.2021,28
170,41405720,IOS,23.03.2021,16.03.2021,77
171,41263984,IOS,15.03.2021,16.03.2021,12
172,41421376,ANDROID,24.03.2021,21.03.2021,0
173,41505957,ANDROID,28.03.2021,21.03.2021,0
174,41574276,ANDROID,01.04.2021,21.03.2021,0
175,41581675,ANDROID,01.04.2021,21.03.2021,0
176,41412645,IOS,23.03.2021,21.03.2021,10
177,41294436,IOS,17.03.2021,21.03.2021,55
178,41510908,IOS,29.03.2021,21.03.2021,25
179,41274657,ANDROID,15.03.2021,21.03.2021,28
180,41396015,IOS,22.03.2021,21.03.2021,69
181,41594187,IOS,03.04.2021,21.03.2021,3
182,41437538,IOS,25.03.2021,21.03.2021,52
183,41319653,IOS,19.03.2021,21.03.2021,11
184,41581634,IOS,01.04.2021,21.03.2021,33
185,41254548,IOS,14.03.2021,21.03.2021,4
186,40752186,ANDROID,17.01.2021,28.01.2021,22
187,40854356,IOS,26.01.2021,28.01.2021,19
188,41003106,IOS,10.02.2021,28.01.2021,4
189,40894542,IOS,29.01.2021,28.01.2021,3
190,40980290,IOS,08.02.2021,28.01.2021,54
191,40792509,ANDROID,21.01.2021,28.01.2021,18
192,41009079,IOS,11.02.2021,28.01.2021,70
193,40818786,IOS,23.01.2021,28.01.2021,14
194,40878423,IOS,28.01.2021,28.01.2021,4
195,40977057,IOS,08.02.2021,28.01.2021,23
196,41570811,IOS,31.03.2021,30.03.2021,9
197,41464720,IOS,26.03.2021,30.03.2021,25
198,41392862,IOS,22.03.2021,30.03.2021,88
199,41592585,IOS,02.04.2021,30.03.2021,41
200,41605537,IOS,03.04.2021,30.03.2021,14
201,41722471,IOS,15.04.2021,16.04.2021,23
202,41347194,ANDROID,20.03.2021,16.03.2021,0
203,41368299,ANDROID,21.03.2021,16.03.2021,0
204,41346503,ANDROID,20.03.2021,16.03.2021,0
205,41475870,ANDROID,28.03.2021,16.03.2021,0
206,41476116,ANDROID,28.03.2021,16.03.2021,0
207,41535782,IOS,29.03.2021,16.03.2021,3
208,41501873,IOS,28.03.2021,16.03.2021,13
209,41446821,IOS,25.03.2021,16.03.2021,23
210,41129069,IOS,25.02.2021,22.02.2021,12
211,41078905,IOS,18.02.2021,22.02.2021,2
212,41037651,IOS,13.02.2021,22.02.2021,2
213,41241661,IOS,12.03.2021,05.03.2021,45
214,41633146,IOS,06.04.2021,12.04.2021,25
215,41642350,ANDROID,07.04.2021,12.04.2021,29
216,41710610,IOS,14.04.2021,12.04.2021,1
217,41391288,ANDROID,23.03.2021,17.03.2021,0
218,41322072,ANDROID,19.03.2021,17.03.2021,0
219,41465920,ANDROID,27.03.2021,17.03.2021,0
220,41236651,ANDROID,11.03.2021,17.03.2021,1
221,41501447,IOS,28.03.2021,17.03.2021,80
222,41206200,IOS,07.03.2021,17.03.2021,78
223,41423797,IOS,24.03.2021,17.03.2021,51
224,41269572,ANDROID,15.03.2021,17.03.2021,3
225,41539630,IOS,29.03.2021,17.03.2021,32
226,41413670,IOS,24.03.2021,17.03.2021,1
227,41413780,IOS,24.03.2021,17.03.2021,4
228,41549622,IOS,30.03.2021,09.04.2021,43
229,41623692,IOS,05.04.2021,09.04.2021,11
230,41724763,IOS,15.04.2021,09.04.2021,7
231,41722471,IOS,15.04.2021,09.04.2021,44
232,41506634,IOS,28.03.2021,09.04.2021,9
233,41631384,IOS,06.04.2021,10.04.2021,47
234,41513384,IOS,29.03.2021,10.04.2021,48
235,41657813,IOS,09.04.2021,10.04.2021,20
236,41681825,IOS,11.04.2021,10.04.2021,10
237,41603583,ANDROID,03.04.2021,10.04.2021,17
238,41677402,ANDROID,10.04.2021,10.04.2021,0
239,41504809,IOS,28.03.2021,08.04.2021,1
240,41631378,ANDROID,06.04.2021,08.04.2021,48
241,41621980,IOS,05.04.2021,08.04.2021,3
242,41598332,ANDROID,03.04.2021,08.04.2021,33
243,41502325,ANDROID,28.03.2021,08.04.2021,88
244,41480990,ANDROID,28.03.2021,08.04.2021,75
245,41707215,IOS,13.04.2021,08.04.2021,65
246,41705955,IOS,13.04.2021,08.04.2021,30
247,41575003,ANDROID,01.04.2021,08.04.2021,41
248,41591086,IOS,02.04.2021,08.04.2021,9
249,41764982,IOS,19.04.2021,08.04.2021,27
250,41167283,ANDROID,02.03.2021,18.02.2021,0
251,40974353,ANDROID,07.02.2021,18.02.2021,0
252,41142702,ANDROID,27.02.2021,18.02.2021,0
253,41113545,ANDROID,23.02.2021,18.02.2021,0
254,41087706,IOS,20.02.2021,18.02.2021,23
255,41036852,ANDROID,13.02.2021,18.02.2021,24
256,40977057,IOS,08.02.2021,18.02.2021,71
257,40976803,IOS,08.02.2021,18.02.2021,68
258,40983363,IOS,08.02.2021,18.02.2021,11
259,41338061,ANDROID,20.03.2021,09.03.2021,0
260,41360432,ANDROID,21.03.2021,09.03.2021,0
261,41283878,IOS,16.03.2021,09.03.2021,27
262,41387411,IOS,22.03.2021,09.03.2021,66
263,41359117,IOS,21.03.2021,09.03.2021,27
264,41280052,IOS,16.03.2021,09.03.2021,7
265,41256141,IOS,14.03.2021,09.03.2021,5
266,41389366,IOS,22.03.2021,09.03.2021,60
267,41350029,IOS,20.03.2021,09.03.2021,42
268,41640135,ANDROID,07.04.2021,31.03.2021,0
269,41646713,ANDROID,07.04.2021,31.03.2021,0
270,41418437,IOS,24.03.2021,31.03.2021,57
271,41375886,IOS,21.03.2021,31.03.2021,80
272,41410957,IOS,23.03.2021,31.03.2021,31
273,41707215,IOS,13.04.2021,31.03.2021,43
274,41339763,IOS,20.03.2021,31.03.2021,37
275,41430144,IOS,24.03.2021,31.03.2021,79
276,41538350,IOS,29.03.2021,31.03.2021,45
277,41484353,IOS,28.03.2021,31.03.2021,54
278,40919502,IOS,01.02.2021,30.01.2021,18
279,40913927,IOS,31.01.2021,30.01.2021,8
280,40925234,IOS,02.02.2021,30.01.2021,34
281,41483389,IOS,28.03.2021,07.04.2021,62
282,41662656,IOS,09.04.2021,07.04.2021,10
283,41604381,IOS,03.04.2021,07.04.2021,59
284,41669026,IOS,10.04.2021,07.04.2021,14
285,41679263,IOS,11.04.2021,07.04.2021,30
286,41678793,IOS,11.04.2021,07.04.2021,4
287,41681189,ANDROID,11.04.2021,07.04.2021,0
288,41718357,IOS,14.04.2021,07.04.2021,4
289,41577198,ANDROID,01.04.2021,07.04.2021,27
290,41466885,ANDROID,27.03.2021,07.04.2021,38
291,41742150,ANDROID,17.04.2021,07.04.2021,0
292,41793358,ANDROID,21.04.2021,07.04.2021,0
293,41772111,IOS,20.04.2021,17.04.2021,28
294,41759440,ANDROID,18.04.2021,17.04.2021,0
295,41084272,ANDROID,19.02.2021,05.02.2021,0
296,40873194,ANDROID,27.01.2021,05.02.2021,24
297,40949148,IOS,04.02.2021,05.02.2021,10
298,41059711,IOS,16.02.2021,05.02.2021,1
299,40856815,ANDROID,26.01.2021,05.02.2021,11
300,41033549,IOS,13.02.2021,05.02.2021,57
301,40851259,IOS,26.01.2021,05.02.2021,11
302,41073251,IOS,18.02.2021,05.02.2021,18
303,41104160,ANDROID,22.02.2021,15.02.2021,0
304,41128477,ANDROID,25.02.2021,15.02.2021,0
305,41150095,ANDROID,28.02.2021,15.02.2021,0
306,41152672,ANDROID,28.02.2021,15.02.2021,0
307,40976803,IOS,08.02.2021,15.02.2021,38
308,41119184,IOS,24.02.2021,15.02.2021,4
309,40965111,IOS,06.02.2021,15.02.2021,24
310,41036431,IOS,13.02.2021,15.02.2021,5
311,41053135,ANDROID,15.02.2021,15.02.2021,4
312,41097072,IOS,21.02.2021,15.02.2021,28
313,41015105,IOS,11.02.2021,11.02.2021,1
314,41032631,IOS,12.02.2021,11.02.2021,78
315,41738559,IOS,16.04.2021,15.04.2021,4
316,41647347,IOS,08.04.2021,15.04.2021,2
317,41620772,IOS,05.04.2021,15.04.2021,16
318,41758267,IOS,18.04.2021,15.04.2021,39
319,41694641,IOS,12.04.2021,15.04.2021,16
320,41771264,IOS,19.04.2021,15.04.2021,11
321,40816762,IOS,23.01.2021,26.01.2021,1
322,40960282,IOS,06.02.2021,26.01.2021,13
323,40845865,IOS,25.01.2021,26.01.2021,34
324,40922708,IOS,01.02.2021,26.01.2021,13
325,40844449,IOS,25.01.2021,26.01.2021,43
326,40851259,IOS,26.01.2021,26.01.2021,11
327,41757710,IOS,18.04.2021,21.04.2021,7
328,41768113,IOS,19.04.2021,21.04.2021,27
329,41603219,IOS,03.04.2021,26.03.2021,17
330,40851532,IOS,26.01.2021,08.02.2021,62
331,40959289,IOS,05.02.2021,08.02.2021,7
332,41016869,IOS,11.02.2021,08.02.2021,37
333,41648818,ANDROID,08.04.2021,15.04.2021,17
334,41714514,ANDROID,14.04.2021,15.04.2021,16
335,41671051,ANDROID,10.04.2021,15.04.2021,1
336,41073744,ANDROID,18.02.2021,09.02.2021,0
337,41109419,ANDROID,22.02.2021,09.02.2021,0
338,40890416,ANDROID,03.02.2021,09.02.2021,65
339,40947282,ANDROID,04.02.2021,09.02.2021,0
340,40881499,IOS,28.01.2021,09.02.2021,18
341,40900000,ANDROID,30.01.2021,09.02.2021,34
342,40965251,ANDROID,06.02.2021,09.02.2021,18
343,41078337,IOS,18.02.2021,09.02.2021,1
344,41522937,ANDROID,29.03.2021,27.03.2021,0
345,41594377,ANDROID,03.04.2021,27.03.2021,0
346,41595980,ANDROID,03.04.2021,27.03.2021,0
347,41509570,IOS,29.03.2021,27.03.2021,37
348,41662689,IOS,09.04.2021,27.03.2021,4
349,41350419,ANDROID,20.03.2021,27.03.2021,20
350,41317823,ANDROID,19.03.2021,27.03.2021,76
351,41330920,ANDROID,19.03.2021,27.03.2021,9
352,41257663,IOS,14.03.2021,27.03.2021,24
353,41346837,IOS,20.03.2021,27.03.2021,23
354,40747237,IOS,16.01.2021,06.01.2021,17
355,40760884,ANDROID,17.01.2021,06.01.2021,0
356,40777063,ANDROID,19.01.2021,06.01.2021,0
357,40752460,ANDROID,17.01.2021,06.01.2021,0
358,41660277,ANDROID,09.04.2021,16.04.2021,40
359,40934479,IOS,03.02.2021,29.01.2021,34
360,41287305,ANDROID,17.03.2021,04.03.2021,0
361,41094950,ANDROID,21.02.2021,04.03.2021,33
362,41250356,IOS,13.03.2021,04.03.2021,49
363,41239019,IOS,12.03.2021,04.03.2021,31
364,41167593,ANDROID,02.03.2021,04.03.2021,65
365,41254548,IOS,14.03.2021,04.03.2021,1
366,41084494,IOS,19.02.2021,04.03.2021,67
367,41342848,ANDROID,20.03.2021,18.03.2021,0
368,41352794,ANDROID,20.03.2021,18.03.2021,0
369,41368920,ANDROID,21.03.2021,18.03.2021,0
370,41507765,ANDROID,28.03.2021,18.03.2021,0
371,41441714,ANDROID,25.03.2021,18.03.2021,0
372,41514810,ANDROID,29.03.2021,18.03.2021,0
373,41412248,IOS,23.03.2021,18.03.2021,1
374,41382103,IOS,22.03.2021,18.03.2021,5
375,41279145,IOS,16.03.2021,18.03.2021,68
376,41349293,IOS,20.03.2021,18.03.2021,63
377,41311591,IOS,18.03.2021,18.03.2021,16
378,41296120,ANDROID,17.03.2021,18.03.2021,89
379,41256068,ANDROID,14.03.2021,18.03.2021,3
380,41316658,,19.03.2021,18.03.2021,24
381,41214065,IOS,08.03.2021,18.03.2021,6
382,41340879,IOS,20.03.2021,18.03.2021,28
383,40969728,IOS,08.03.2021,18.03.2021,7
384,41203746,IOS,07.03.2021,18.03.2021,10
385,41195647,IOS,06.03.2021,18.03.2021,14
386,41711351,IOS,14.04.2021,19.04.2021,24
387,41680973,IOS,11.04.2021,19.04.2021,74
388,41682342,IOS,11.04.2021,19.04.2021,7
389,41655370,ANDROID,08.04.2021,19.04.2021,38
390,40879418,IOS,28.01.2021,01.02.2021,18
391,40804128,IOS,22.01.2021,01.02.2021,29
392,40888837,IOS,29.01.2021,01.02.2021,4
393,40888496,IOS,29.01.2021,01.02.2021,7
394,40754982,ANDROID,17.01.2021,04.01.2021,0
395,40762543,ANDROID,18.01.2021,04.01.2021,0
396,40757094,ANDROID,17.01.2021,17.01.2021,4
397,40748016,ANDROID,16.01.2021,17.01.2021,55
398,40788503,IOS,20.01.2021,17.01.2021,7
399,40805547,ANDROID,22.01.2021,17.01.2021,0
400,40788355,ANDROID,20.01.2021,17.01.2021,0
401,40854211,IOS,26.01.2021,21.01.2021,51
402,40864977,ANDROID,27.01.2021,21.01.2021,0
403,40882911,ANDROID,28.01.2021,21.01.2021,0
404,40912820,ANDROID,31.01.2021,21.01.2021,0
405,40918225,ANDROID,01.02.2021,21.01.2021,0
406,40969728,IOS,08.03.2021,12.03.2021,58
407,40798210,IOS,21.01.2021,20.01.2021,13
408,40792194,ANDROID,21.01.2021,12.01.2021,0
409,40815624,IOS,23.01.2021,12.01.2021,8
410,40775365,ANDROID,19.01.2021,12.01.2021,78
411,40878868,ANDROID,28.01.2021,27.01.2021,0
412,40984898,ANDROID,08.02.2021,27.01.2021,0
413,40616022,ANDROID,23.01.2021,27.01.2021,15
414,40874139,ANDROID,27.01.2021,27.01.2021,0
415,40772366,ANDROID,19.01.2021,27.01.2021,7
416,40933246,IOS,02.02.2021,27.01.2021,9
417,40913220,ANDROID,31.01.2021,27.01.2021,40
418,40988525,IOS,09.02.2021,27.01.2021,1
419,40873314,IOS,27.01.2021,27.01.2021,2
420,40844633,IOS,25.01.2021,27.01.2021,19
421,40993469,IOS,09.02.2021,27.01.2021,12
422,41005601,IOS,10.02.2021,27.01.2021,15
423,41259719,ANDROID,14.03.2021,10.03.2021,0
424,41276727,ANDROID,16.03.2021,10.03.2021,0
425,41354001,ANDROID,20.03.2021,10.03.2021,0
426,41334852,ANDROID,20.03.2021,10.03.2021,0
427,41358910,ANDROID,21.03.2021,10.03.2021,0
428,41324479,ANDROID,19.03.2021,10.03.2021,0
429,41160345,IOS,01.03.2021,10.03.2021,5
430,41384296,IOS,22.03.2021,10.03.2021,64
431,41361235,ANDROID,21.03.2021,10.03.2021,13
432,41381353,IOS,22.03.2021,10.03.2021,47
433,41142892,ANDROID,27.02.2021,10.03.2021,7
434,41431607,IOS,24.03.2021,10.03.2021,9
435,41166643,IOS,02.03.2021,10.03.2021,42
436,41405055,IOS,23.03.2021,10.03.2021,64
437,41180883,IOS,04.03.2021,28.02.2021,0
438,41116109,ANDROID,23.02.2021,28.02.2021,3
439,41172101,IOS,02.03.2021,28.02.2021,77
440,41121433,ANDROID,24.02.2021,28.02.2021,29
441,41246036,IOS,12.03.2021,28.02.2021,30
442,41121625,IOS,24.02.2021,27.02.2021,39
443,41130793,ANDROID,25.02.2021,27.02.2021,6
444,41048785,IOS,15.02.2021,27.02.2021,4
445,41063548,IOS,17.02.2021,27.02.2021,34
446,40799290,ANDROID,21.01.2021,02.02.2021,13
447,41046204,IOS,14.02.2021,02.02.2021,6
448,41040073,IOS,13.02.2021,02.02.2021,53
449,40805547,ANDROID,22.01.2021,02.02.2021,9
450,40935431,IOS,03.02.2021,02.02.2021,3
451,40915048,ANDROID,01.02.2021,02.02.2021,14
452,40948577,IOS,04.02.2021,02.02.2021,32
453,40792318,IOS,21.01.2021,02.02.2021,51
454,40737512,IOS,15.01.2021,01.01.2021,53
455,41143772,IOS,27.02.2021,26.02.2021,17
456,41164055,IOS,01.03.2021,26.02.2021,8
457,41136353,IOS,26.02.2021,26.02.2021,2
458,41616858,IOS,05.04.2021,18.04.2021,30
459,41071462,IOS,17.02.2021,24.02.2021,40
460,41075050,ANDROID,18.02.2021,24.02.2021,24
461,41119184,IOS,24.02.2021,24.02.2021,14
462,41013849,IOS,11.02.2021,24.02.2021,11
463,41180360,IOS,04.03.2021,24.02.2021,29
464,41168947,IOS,02.03.2021,24.02.2021,3
465,41090566,IOS,20.02.2021,24.02.2021,17
466,41024921,IOS,12.02.2021,24.02.2021,79
467,41122714,ANDROID,24.02.2021,24.02.2021,2
468,41207427,IOS,07.03.2021,24.02.2021,74
469,41077320,IOS,18.02.2021,24.02.2021,1
470,41170120,IOS,02.03.2021,24.02.2021,9
471,41054052,ANDROID,15.02.2021,24.02.2021,29
472,41073402,ANDROID,18.02.2021,24.02.2021,54
473,40777389,ANDROID,19.01.2021,07.01.2021,0
474,40769533,ANDROID,18.01.2021,07.01.2021,0
475,40763723,ANDROID,18.01.2021,07.01.2021,0
476,40800262,IOS,21.01.2021,07.01.2021,18
477,40763086,IOS,18.01.2021,07.01.2021,48
478,40775362,IOS,19.01.2021,14.01.2021,9
479,40864720,IOS,27.01.2021,14.01.2021,2
480,40872143,ANDROID,27.01.2021,14.01.2021,0
481,41466957,ANDROID,27.03.2021,23.03.2021,0
482,41359117,IOS,21.03.2021,23.03.2021,3
483,41422836,IOS,24.03.2021,23.03.2021,2
484,41242981,IOS,12.03.2021,23.03.2021,58
485,41390741,ANDROID,22.03.2021,23.03.2021,10
486,41280052,IOS,16.03.2021,23.03.2021,3
487,41316799,IOS,19.03.2021,23.03.2021,2
488,41270459,ANDROID,15.03.2021,23.03.2021,10
489,41451525,IOS,25.03.2021,23.03.2021,20
490,41398303,IOS,23.03.2021,23.03.2021,41
491,41183163,IOS,04.03.2021,23.02.2021,1
492,41027145,IOS,12.02.2021,23.02.2021,54
493,41000723,IOS,10.02.2021,23.02.2021,11
494,41089455,ANDROID,20.02.2021,23.02.2021,54
495,41679652,ANDROID,11.04.2021,30.03.2021,0
496,41646417,ANDROID,07.04.2021,30.03.2021,0
497,41682002,ANDROID,11.04.2021,30.03.2021,0
498,41703339,ANDROID,13.04.2021,30.03.2021,0
499,41433485,ANDROID,24.03.2021,30.03.2021,49
500,41530337,IOS,29.03.2021,30.03.2021,16
501,41689256,IOS,12.04.2021,30.03.2021,24
502,41379123,ANDROID,22.03.2021,30.03.2021,17
503,41391033,ANDROID,22.03.2021,30.03.2021,38
504,41424709,ANDROID,24.03.2021,30.03.2021,29
505,41368307,IOS,21.03.2021,30.03.2021,63
506,41508959,ANDROID,28.03.2021,30.03.2021,4
507,41511665,ANDROID,29.03.2021,25.03.2021,0
508,41574043,ANDROID,01.04.2021,25.03.2021,0
509,41460549,ANDROID,26.03.2021,25.03.2021,0
510,41651006,ANDROID,08.04.2021,25.03.2021,0
511,41622539,ANDROID,05.04.2021,25.03.2021,0
512,41634351,ANDROID,06.04.2021,25.03.2021,0
513,41385882,ANDROID,22.03.2021,25.03.2021,9
514,41318917,IOS,19.03.2021,25.03.2021,53
515,41501711,IOS,28.03.2021,25.03.2021,68
516,41378393,ANDROID,21.03.2021,25.03.2021,32
517,41262148,IOS,14.03.2021,25.03.2021,18
518,41609523,IOS,04.04.2021,25.03.2021,49
519,41340856,IOS,20.03.2021,25.03.2021,31
520,41507087,IOS,28.03.2021,25.03.2021,5
